self;other;geometry;edge;edge_correction
14556;14920;LINESTRING (132085.6030000001 5916445.1696, 132021.1486 5916471.5392);133857;
14908;14903;LINESTRING (132143.0504999999 5916418.986, 132120.9028000003 5916368.4131);133858;
14903;14905;LINESTRING (132120.9028000003 5916368.4131, 132090.2791999998 5916381.379);133859;
14905;14907;LINESTRING (132090.2791999998 5916381.379, 132047.9117000001 5916399.9593);133860;
14907;14921;LINESTRING (132047.9117000001 5916399.9593, 131999.2988 5916420.6416);133861;
14906;14907;LINESTRING (132015.5884999996 5916326.2304, 132047.9117000001 5916399.9593);133863;
14904;14905;LINESTRING (132071.8716000002 5916337.3741, 132090.2791999998 5916381.379);133865;
15001;14553;LINESTRING (132367.0526000001 5916469.3237, 132338.3936999999 5916481.6276);133884;
15001;16036;LINESTRING (132367.0526000001 5916469.3237, 132335.6437999997 5916395.4271);133885;
16036;15000;LINESTRING (132335.6437999997 5916395.4271, 132313.2686000001 5916344.6623);133886;
15000;121917;LINESTRING (132313.2686000001 5916344.6623, 132254.5025000004 5916370.6362);133887;
121917;14909;LINESTRING (132254.5025000004 5916370.6362, 132190.9358999999 5916397.6853);133888;
14543;14542;LINESTRING (132291.9101 5916293.7025, 132217.7043000003 5916326.2882);133889;
14542;14910;LINESTRING (132217.7043000003 5916326.2882, 132168.9743999997 5916347.5595);133890;
14901;14902;LINESTRING (132137.6708000004 5916273.5793, 132089.2373000002 5916294.4761);133891;
16040;14900;LINESTRING (132184.9742000001 5916253.2354, 132230.1694999998 5916233.1711);133893;
15003;14900;LINESTRING (132244.9857000001 5916264.891, 132230.1694999998 5916233.1711);133895;
14900;14999;LINESTRING (132230.1694999998 5916233.1711, 132259.6471999995 5916220.9805);133896;
15001;14895;LINESTRING (132367.0526000001 5916469.3237, 132415.1177000003 5916448.2414);133897;
14999;14998;LINESTRING (132259.6471999995 5916220.9805, 132308.0000999998 5916200.1211);133898;
14996;15000;LINESTRING (132361.7655999996 5916324.0566, 132313.2686000001 5916344.6623);133899;
14933;121924;LINESTRING (132335.5477999998 5916132.3386, 132287.4271999998 5916152.9337);133900;
14998;121924;LINESTRING (132308.0000999998 5916200.1211, 132287.4271999998 5916152.9337);133901;
130063;15211;LINESTRING (132053.7862 5916653.0644, 131938.3357999995 5916656.8855);142103;
130064;130063;LINESTRING (132077.3881000001 5916652.3879, 132053.7862 5916653.0644);142104;
14914;14913;LINESTRING (132196.6596999997 5916542.2791, 132244.3729999997 5916521.4449);133868;
14922;14913;LINESTRING (132266.6244999999 5916573.9286, 132244.3729999997 5916521.4449);133870;
14913;14911;LINESTRING (132244.3729999997 5916521.4449, 132213.267 5916448.6929);133871;
14911;14909;LINESTRING (132213.267 5916448.6929, 132190.9358999999 5916397.6853);133872;
14909;14908;LINESTRING (132190.9358999999 5916397.6853, 132143.0504999999 5916418.986);133873;
14551;14911;LINESTRING (132261.9249 5916427.8478, 132213.267 5916448.6929);133875;
14551;14912;LINESTRING (132261.9249 5916427.8478, 132293.3465999998 5916500.968);133876;
14551;16036;LINESTRING (132261.9249 5916427.8478, 132335.6437999997 5916395.4271);133877;
14912;14555;LINESTRING (132293.3465999998 5916500.968, 132316.2175000003 5916553.225);133878;
14553;14912;LINESTRING (132338.3936999999 5916481.6276, 132293.3465999998 5916500.968);133880;
14066;14553;LINESTRING (132324.5153999999 5916449.1199, 132338.3936999999 5916481.6276);133882;
150720;15216;LINESTRING (131776.6843999997 5916623.235, 131768.6557 5916631.6566);164245;
16464;16465;LINESTRING (130639.5027000001 5915332.2779, 130686.7127 5915338.1686);15138;
16465;16461;LINESTRING (130686.7127 5915338.1686, 130768.4687000001 5915348.0148);15139;
16461;16458;LINESTRING (130768.4687000001 5915348.0148, 130815.3638000004 5915354.3251);15140;
15019;15018;LINESTRING (130699.3611000003 5915384.1362, 130809.1765000001 5915396.8426);16673;
15018;15017;LINESTRING (130809.1765000001 5915396.8426, 130943.2182 5915415.4389);16674;
13584;13581;LINESTRING (130674.0081000002 5915380.7401, 130548.9634999996 5915366.3147);17361;
13581;13582;LINESTRING (130548.9634999996 5915366.3147, 130434.5498000002 5915351.9393);17362;
13582;13422;LINESTRING (130434.5498000002 5915351.9393, 130323.9850000003 5915337.1463);17363;
13422;13580;LINESTRING (130323.9850000003 5915337.1463, 130317.4177999999 5915336.3706);17364;
14034;16455;LINESTRING (131131.0591000002 5915367.2872, 131109.6509999996 5915363.7954);18103;
13442;13443;LINESTRING (130512.0120999999 5915472.4903, 130396.7335999999 5915458.2396);17192;
13431;13428;LINESTRING (130634.3843999999 5915460.7271, 130514.9135999996 5915445.9651);17193;
13428;13423;LINESTRING (130514.9135999996 5915445.9651, 130399.9729000004 5915431.7616);17194;
13436;13435;LINESTRING (130789.0300000003 5915453.8793, 130766.1224999996 5915451.1152);17195;
13435;13434;LINESTRING (130766.1224999996 5915451.1152, 130737.3324999996 5915447.7265);17196;
13434;13433;LINESTRING (130737.3324999996 5915447.7265, 130708.4976000004 5915444.3332);17197;
13433;13430;LINESTRING (130708.4976000004 5915444.3332, 130642.8552000001 5915436.6615);17198;
16458;16456;LINESTRING (130815.3638000004 5915354.3251, 130896.2181000002 5915366.0433, 130948.5444 5915373.7161);15671;
16456;15017;LINESTRING (130948.5444 5915373.7161, 130943.2182 5915415.4389);15674;
16452;16453;LINESTRING (131007.0559 5915335.474, 130969.2372000003 5915327.4949);15715;
15016;15191;LINESTRING (131007.9360999996 5915342.7197, 130966.3789999997 5915334.109);15716;
16454;16455;LINESTRING (131100.6441000002 5915415.6274, 131109.6509999996 5915363.7954);15717;
16453;15191;LINESTRING (130969.2372000003 5915327.4949, 130966.3789999997 5915334.109);15718;
15191;16456;LINESTRING (130966.3789999997 5915334.109, 130948.5444 5915373.7161);15719;
16288;16455;LINESTRING (131115.0703999996 5915337.8757, 131109.6509999996 5915363.7954);17929;
13430;13429;LINESTRING (130642.8552000001 5915436.6615, 130523.6885000002 5915421.1794);17338;
13429;13427;LINESTRING (130523.6885000002 5915421.1794, 130403.0295000002 5915406.9179);17339;
13439;13433;LINESTRING (130702.3026999999 5915497.0434, 130708.4976000004 5915444.3332);17340;
13438;13434;LINESTRING (130731.1425000001 5915500.4347, 130737.3324999996 5915447.7265);17341;
13437;13435;LINESTRING (130759.9325000001 5915503.8241, 130766.1224999996 5915451.1152);17342;
16455;15016;LINESTRING (131109.6509999996 5915363.7954, 131007.9360999996 5915342.7197);16677;
13580;13583;LINESTRING (130317.4177999999 5915336.3706, 130205.0340999998 5915323.0948);17369;
13446;13424;LINESTRING (130303.4352000002 5915452.2368, 130310.5843000002 5915395.6094);17180;
13424;13580;LINESTRING (130310.5843000002 5915395.6094, 130315.1950000003 5915355.6401, 130317.4177999999 5915336.3706);17181;
13425;13424;LINESTRING (130343.3793000001 5915399.662, 130310.5843000002 5915395.6094);17182;
13426;13425;LINESTRING (130372.4479999999 5915403.254, 130343.3793000001 5915399.662);17183;
13427;13426;LINESTRING (130403.0295000002 5915406.9179, 130372.4479999999 5915403.254);17184;
13443;13423;LINESTRING (130396.7335999999 5915458.2396, 130399.9729000004 5915431.7616);17185;
13423;13427;LINESTRING (130399.9729000004 5915431.7616, 130403.0295000002 5915406.9179);17186;
13444;13426;LINESTRING (130365.8953999998 5915458.9452, 130372.4479999999 5915403.254);17187;
13445;13425;LINESTRING (130336.8267000001 5915455.3533, 130343.3793000001 5915399.662);17188;
13432;13431;LINESTRING (130672.1550000003 5915465.395, 130634.3843999999 5915460.7271);17189;
13440;13441;LINESTRING (130669.0308999997 5915491.8876, 130631.2677999996 5915487.2225);17190;
13441;13442;LINESTRING (130631.2677999996 5915487.2225, 130512.0120999999 5915472.4903);17191;
124708;124712;LINESTRING (130586.1173 5915559.3324, 130530.3048 5915552.4194);136623;
124712;124713;LINESTRING (130530.3048 5915552.4194, 130534.8344999999 5915513.3243);136626;
124719;124720;LINESTRING (130446.7056999998 5915503.1086, 130461.6058999998 5915504.8358);136627;
124720;124716;LINESTRING (130461.6058999998 5915504.8358, 130497.4861000003 5915508.9949);136628;
124716;124713;LINESTRING (130497.4861000003 5915508.9949, 130534.8344999999 5915513.3243);136629;
124713;13938;LINESTRING (130534.8344999999 5915513.3243, 130548.7905999999 5915401.6934);136635;
124667;124662;LINESTRING (130248.2926000003 5915792.9821, 130309.4634999996 5915800.2402);136566;
124666;124661;LINESTRING (130280.2156999996 5915837.9568, 130304.6337000001 5915840.9454);136567;
124661;124662;LINESTRING (130304.6337000001 5915840.9454, 130309.4634999996 5915800.2402);136568;
124662;124660;LINESTRING (130309.4634999996 5915800.2402, 130341.2406000001 5915804.0106);136569;
124663;124659;LINESTRING (130305.0056999996 5915875.036, 130332.4271 5915878.2896);136570;
124657;124658;LINESTRING (130368.2103000004 5915848.2969, 130364.2041999996 5915882.0601);136571;
124658;124659;LINESTRING (130364.2041999996 5915882.0601, 130332.4271 5915878.2896);136572;
124659;124660;LINESTRING (130332.4271 5915878.2896, 130341.2406000001 5915804.0106);136573;
124655;124654;LINESTRING (130400.9804999996 5915852.1852, 130396.9743999997 5915885.9483);136575;
124705;124706;LINESTRING (130622.4517000001 5915563.3219, 130659.1434000004 5915567.3473);136614;
124706;124707;LINESTRING (130659.1434000004 5915567.3473, 130663.6721999999 5915528.2601);136615;
124707;124696;LINESTRING (130663.6721999999 5915528.2601, 130727.1611000001 5915535.6207);136616;
124709;124707;LINESTRING (130595.2240000004 5915520.3251, 130663.6721999999 5915528.2601);136617;
124709;124713;LINESTRING (130595.2240000004 5915520.3251, 130534.8344999999 5915513.3243);136618;
13230;13234;LINESTRING (130277.2989999996 5916502.2699, 130246.5341999996 5916499.9394);17526;
13229;13230;LINESTRING (130276.0082 5916527.8004, 130277.2989999996 5916502.2699);17527;
13232;13231;LINESTRING (130266.7607000005 5916609.3534, 130321.4907999998 5916592.9343);17531;
13266;13265;LINESTRING (130321.4960000003 5916322.592, 130254.7041999996 5916327.9997);18268;
128751;128749;LINESTRING (130237.3262999998 5915477.7737, 130290.0878999997 5915483.7245);140783;
128748;128749;LINESTRING (130304.4214000003 5915485.339, 130290.0878999997 5915483.7245);140785;
128739;128748;LINESTRING (130391.6303000003 5915495.1611, 130304.4214000003 5915485.339);140786;
128747;128748;LINESTRING (130299.6606000001 5915526.9909, 130304.4214000003 5915485.339);140787;
128746;128747;LINESTRING (130295.6434000004 5915562.788, 130299.6606000001 5915526.9909);140788;
128745;128746;LINESTRING (130291.3783 5915600.9332, 130295.6434000004 5915562.788);140789;
128743;128742;LINESTRING (130380.2122 5915596.6413, 130382.9356000004 5915572.5661);140790;
128742;128741;LINESTRING (130382.9356000004 5915572.5661, 130386.9641000004 5915536.8431);140791;
128741;128739;LINESTRING (130386.9641000004 5915536.8431, 130391.6303000003 5915495.1611);140792;
128738;128739;LINESTRING (130435.3881000001 5915500.0469, 130391.6303000003 5915495.1611);140793;
128752;128747;LINESTRING (130370.3924000002 5915534.9805, 130299.6606000001 5915526.9909);140794;
128753;128746;LINESTRING (130366.5142999999 5915570.7174, 130295.6434000004 5915562.788);140795;
128740;128741;LINESTRING (130424.5489999996 5915541.0909, 130386.9641000004 5915536.8431);140796;
128744;128745;LINESTRING (130391.8947000001 5915612.2712, 130291.3783 5915600.9332);140798;
13940;13941;LINESTRING (130303.0487000002 5915369.7943, 130182.0832000002 5915355.3639);15450;
13939;13940;LINESTRING (130406.3158999998 5915383.5204, 130303.0487000002 5915369.7943);15451;
13938;13939;LINESTRING (130548.7905999999 5915401.6934, 130406.3158999998 5915383.5204);15452;
13937;13938;LINESTRING (130651.5040999996 5915413.0893, 130548.7905999999 5915401.6934);15453;
13936;13937;LINESTRING (130773.0902000004 5915426.579, 130651.5040999996 5915413.0893);15454;
13932;1003209;LINESTRING (130342.2648999998 5916588.3982, 130342.5849000001 5916606.5855);15458;
13931;13932;LINESTRING (130365.0192 5916570.7366, 130342.2648999998 5916588.3982);15459;
15017;15014;LINESTRING (130943.2182 5915415.4389, 130921.2405000003 5915521.31);15675;
13231;13932;LINESTRING (130321.4907999998 5916592.9343, 130342.2648999998 5916588.3982);16476;
128749;13940;LINESTRING (130290.0878999997 5915483.7245, 130303.0487000002 5915369.7943);140782;
14857;14868;LINESTRING (132627.7907999996 5916504.3933, 132597.0285 5916434.1934);15518;
14858;14867;LINESTRING (132656.9983999999 5916490.2646, 132626.2812000001 5916421.3747);15519;
14868;14869;LINESTRING (132597.0285 5916434.1934, 132568.4506999999 5916446.1328);15283;
14864;14865;LINESTRING (132713.5810000002 5916383.7407, 132684.2998000002 5916396.5446);15749;
14865;14866;LINESTRING (132684.2998000002 5916396.5446, 132655.2269000001 5916408.8654);15750;
14866;14867;LINESTRING (132655.2269000001 5916408.8654, 132626.2812000001 5916421.3747);15751;
14884;14876;LINESTRING (132614.4637000002 5916276.2468, 132646.4983999999 5916349.9998);15614;
14885;14884;LINESTRING (132559.7655999996 5916299.9443, 132614.4637000002 5916276.2468);15615;
14876;14875;LINESTRING (132646.4983999999 5916349.9998, 132590.8765000002 5916373.4615);16155;
14886;14888;LINESTRING (132506.5017999997 5916322.2272, 132486.0810000002 5916271.4936);16355;
14878;14874;LINESTRING (132714.4468 5916380.8763, 132612.6473000003 5916423.8888);16392;
14874;14873;LINESTRING (132612.6473000003 5916423.8888, 132559.1874000002 5916446.7027);16393;
16043;14873;LINESTRING (132529.2637 5916374.7288, 132559.1874000002 5916446.7027);16395;
14886;16043;LINESTRING (132506.5017999997 5916322.2272, 132529.2637 5916374.7288);16420;
14856;14869;LINESTRING (132598.4573999997 5916516.3524, 132568.4506999999 5916446.1328);15288;
14859;14866;LINESTRING (132685.7001999998 5916479.3509, 132655.2269000001 5916408.8654);15638;
14877;14876;LINESTRING (132691.9473000001 5916330.5005, 132646.4983999999 5916349.9998);16427;
14875;14874;LINESTRING (132590.8765000002 5916373.4615, 132612.6473000003 5916423.8888);16428;
14877;14881;LINESTRING (132691.9473000001 5916330.5005, 132667.4848999996 5916271.4235);16191;
14878;14877;LINESTRING (132714.4468 5916380.8763, 132691.9473000001 5916330.5005);16391;
14885;14886;LINESTRING (132559.7655999996 5916299.9443, 132506.5017999997 5916322.2272);16432;
14869;14870;LINESTRING (132568.4506999999 5916446.1328, 132540.1821999997 5916459.1594);15284;
14855;14870;LINESTRING (132562.7982999999 5916513.0629, 132540.1821999997 5916459.1594);15285;
14871;14872;LINESTRING (132512.1271000002 5916473.9165, 132504.2741999999 5916471.6879);15286;
14854;14871;LINESTRING (132534.0723000001 5916525.7149, 132512.1271000002 5916473.9165);15287;
14894;14895;LINESTRING (132463.3269999996 5916427.0713, 132415.1177000003 5916448.2414);15185;
14860;14865;LINESTRING (132714.0710000005 5916465.9117, 132684.2998000002 5916396.5446);15639;
14867;14868;LINESTRING (132626.2812000001 5916421.3747, 132597.0285 5916434.1934);15752;
14885;14875;LINESTRING (132559.7655999996 5916299.9443, 132590.8765000002 5916373.4615);15972;
16041;14894;LINESTRING (132431.2197000002 5916354.1828, 132463.3269999996 5916427.0713);16339;
14923;14895;LINESTRING (132437.6950000003 5916500.542, 132415.1177000003 5916448.2414);15898;
14872;14923;LINESTRING (132504.2741999999 5916471.6879, 132437.6950000003 5916500.542);15900;
14887;16042;LINESTRING (132450.3843 5916345.5447, 132481.4194999998 5916418.9012);15901;
14870;14871;LINESTRING (132540.1821999997 5916459.1594, 132512.1271000002 5916473.9165);16761;
16042;14872;LINESTRING (132481.4194999998 5916418.9012, 132504.2741999999 5916471.6879);16396;
14892;14065;LINESTRING (132427.7109000003 5916295.1564, 132406.4069999997 5916245.6);16421;
14873;14872;LINESTRING (132559.1874000002 5916446.7027, 132504.2741999999 5916471.6879);16429;
14888;14892;LINESTRING (132486.0810000002 5916271.4936, 132427.7109000003 5916295.1564);16430;
14887;14886;LINESTRING (132450.3843 5916345.5447, 132506.5017999997 5916322.2272);16431;
15002;16041;LINESTRING (132409.4652000004 5916303.6694, 132431.2197000002 5916354.1828);16433;
13258;13256;LINESTRING (129980.7676999997 5916347.4447, 129927.0734000001 5916343.456);16912;
13236;13238;LINESTRING (130177.7488000002 5916451.4581, 130170.6919 5916556.0852);16477;
13248;13239;LINESTRING (130144.3049999997 5916461.1231, 130141.2367000002 5916498.0954);16478;
13239;13240;LINESTRING (130141.2367000002 5916498.0954, 130138.1684999997 5916541.3576);16479;
13247;13239;LINESTRING (130051.6441000002 5916453.2991, 130141.2367000002 5916498.0954);16480;
13246;13251;LINESTRING (130020.5014000004 5916427.9861, 130004.3931 5916383.113);16481;
13251;13252;LINESTRING (130004.3931 5916383.113, 129968.0345000001 5916380.5817);16482;
13245;13252;LINESTRING (129989.2052999996 5916437.6511, 129968.0345000001 5916380.5817);16483;
13264;13227;LINESTRING (130221.2220000001 5916331.2789, 130211.7296000002 5916448.294);17169;
13228;13227;LINESTRING (130255.5670999996 5916450.7103, 130211.7296000002 5916448.294);17523;
13227;13235;LINESTRING (130211.7296000002 5916448.294, 130208.4504000004 5916496.4463);17524;
13234;13235;LINESTRING (130246.5341999996 5916499.9394, 130208.4504000004 5916496.4463);17525;
13233;13234;LINESTRING (130243.3132999996 5916553.9183, 130246.5341999996 5916499.9394);17528;
13235;13237;LINESTRING (130208.4504000004 5916496.4463, 130203.7905000001 5916567.035);17529;
13237;13232;LINESTRING (130203.7905000001 5916567.035, 130266.7607000005 5916609.3534);17530;
13250;13249;LINESTRING (130046.0444999998 5916385.6443, 130081.943 5916426.6054);17680;
13249;13248;LINESTRING (130081.943 5916426.6054, 130144.3049999997 5916461.1231);17681;
13261;13248;LINESTRING (130150.7483000001 5916360.3314, 130144.3049999997 5916461.1231);17628;
13260;13261;LINESTRING (130042.1325000003 5916351.817, 130150.7483000001 5916360.3314);17629;
13260;13258;LINESTRING (130042.1325000003 5916351.817, 129980.7676999997 5916347.4447);17630;
13263;13261;LINESTRING (130153.5097000003 5916328.8052, 130150.7483000001 5916360.3314);17708;
13225;13262;LINESTRING (130179.7432000004 5916435.1198, 130186.1864999998 5916331.7967);17709;
13259;13257;LINESTRING (130044.4336999999 5916318.4498, 129929.5279999999 5916310.6258);18161;
13263;13259;LINESTRING (130153.5097000003 5916328.8052, 130044.4336999999 5916318.4498);18162;
13262;13263;LINESTRING (130186.1864999998 5916331.7967, 130153.5097000003 5916328.8052);18163;
13264;13262;LINESTRING (130221.2220000001 5916331.2789, 130186.1864999998 5916331.7967);18164;
13265;13264;LINESTRING (130254.7041999996 5916327.9997, 130221.2220000001 5916331.2789);18165;
13226;13265;LINESTRING (130248.3184000002 5916439.2619, 130254.7041999996 5916327.9997);18269;
13250;13251;LINESTRING (130046.0444999998 5916385.6443, 130004.3931 5916383.113);18271;
13238;13237;LINESTRING (130170.6919 5916556.0852, 130203.7905000001 5916567.035);18314;
13240;13238;LINESTRING (130138.1684999997 5916541.3576, 130170.6919 5916556.0852);18315;
13241;13240;LINESTRING (130059.3147 5916506.3797, 130138.1684999997 5916541.3576);18316;
13242;13241;LINESTRING (129981.3812999995 5916471.7085, 130059.3147 5916506.3797);18317;
13244;13242;LINESTRING (129922.7779000001 5916446.549, 129981.3812999995 5916471.7085);18318;
13252;13253;LINESTRING (129968.0345000001 5916380.5817, 129925.2324999999 5916376.593);18270;
13243;13244;LINESTRING (129920.9369000001 5916471.4017, 129922.7779000001 5916446.549);18155;
13253;13244;LINESTRING (129925.2324999999 5916376.593, 129922.7779000001 5916446.549);18156;
13256;13253;LINESTRING (129927.0734000001 5916343.456, 129925.2324999999 5916376.593);18157;
13257;13256;LINESTRING (129929.5279999999 5916310.6258, 129927.0734000001 5916343.456);18158;
13255;13257;LINESTRING (129932.5148999998 5916259.0191, 129929.5279999999 5916310.6258);18159;
13254;13255;LINESTRING (129876.4201999996 5916254.8423, 129932.5148999998 5916259.0191);18160;
125938;125939;LINESTRING (129913.7450999999 5916224.0499, 129934.3051000005 5916225.1367);137853;
125939;13255;LINESTRING (129934.3051000005 5916225.1367, 129932.5148999998 5916259.0191);137854;
14882;14314;LINESTRING (132638.6761999996 5916205.8906, 132632.6169999996 5916186.3716);18134;
14053;15371;LINESTRING (133123.5952000003 5916167.5482, 133089.2314999998 5916169.8745);18185;
13616;14898;LINESTRING (132882.5164000001 5916251.4928, 132867.1005999995 5916208.9695);15255;
14883;14884;LINESTRING (132592.4418000001 5916225.5277, 132614.4637000002 5916276.2468);16338;
14862;14863;LINESTRING (132771.8044999996 5916438.4583, 132742.3924000002 5916370.9853);15894;
14863;14864;LINESTRING (132742.3924000002 5916370.9853, 132713.5810000002 5916383.7407);15895;
14059;14058;LINESTRING (132810.2503000004 5916367.0025, 132788.7494000001 5916316.3812);15937;
14057;14061;LINESTRING (132773.1122000003 5916277.5942, 132740.2205999997 5916194.5539);15938;
14058;14057;LINESTRING (132788.7494000001 5916316.3812, 132773.1122000003 5916277.5942);15939;
16098;14055;LINESTRING (132840.2747999998 5916324.1751, 132816.8213999998 5916260.0691);15940;
16097;14056;LINESTRING (132790.3507000003 5916187.7159, 132797.8274999997 5916140.0457, 132806.5811999999 5916081.2881);15941;
14898;13866;LINESTRING (132867.1005999995 5916208.9695, 132863.1732000001 5916178.5046);16161;
14888;14889;LINESTRING (132486.0810000002 5916271.4936, 132462.8634000001 5916221.6361);16354;
14055;16097;LINESTRING (132816.8213999998 5916260.0691, 132790.3507000003 5916187.7159);15617;
16094;16095;LINESTRING (132750.0124000004 5916094.8945, 132734.7503000004 5916195.4406);15618;
14852;13729;LINESTRING (132919.375 5916357.7303, 132915.4769000001 5916339.7383);15707;
14879;14878;LINESTRING (132759.9117999999 5916361.3877, 132714.4468 5916380.8763);16394;
14861;14864;LINESTRING (132743.3136 5916453.3247, 132713.5810000002 5916383.7407);15640;
14891;14883;LINESTRING (132570.8266000003 5916175.1219, 132592.4418000001 5916225.5277);16424;
14503;16098;LINESTRING (132862.7483000001 5916383.6248, 132840.2747999998 5916324.1751);15797;
13729;13617;LINESTRING (132915.4769000001 5916339.7383, 132902.551 5916306.2655);15798;
14889;14541;LINESTRING (132462.8634000001 5916221.6361, 132436.7887000004 5916159.6326);16340;
15371;13734;LINESTRING (133089.2314999998 5916169.8745, 133027.9382999996 5916171.4026);16303;
14061;14060;LINESTRING (132740.2205999997 5916194.5539, 132754.7246000003 5916095.2193);15935;
14888;14883;LINESTRING (132486.0810000002 5916271.4936, 132592.4418000001 5916225.5277);16190;
14314;16045;LINESTRING (132632.6169999996 5916186.3716, 132610.6577000003 5916140.7675);16221;
14890;14936;LINESTRING (132515.6063999999 5916198.6355, 132483.8492000001 5916125.1116);16353;
14881;14882;LINESTRING (132667.4848999996 5916271.4235, 132638.6761999996 5916205.8906);16361;
14883;14882;LINESTRING (132592.4418000001 5916225.5277, 132638.6761999996 5916205.8906);16362;
14890;14889;LINESTRING (132515.6063999999 5916198.6355, 132462.8634000001 5916221.6361);16363;
14891;14937;LINESTRING (132570.8266000003 5916175.1219, 132539.4146999996 5916101.4272);16364;
14880;16039;LINESTRING (132713.2638999997 5916251.8296, 132696.4187000003 5916213.9108);16389;
16044;14880;LINESTRING (132734.6436000001 5916301.2389, 132713.2638999997 5916251.8296);16390;
16044;14879;LINESTRING (132734.6436000001 5916301.2389, 132759.9117999999 5916361.3877);16425;
14880;14881;LINESTRING (132713.2638999997 5916251.8296, 132667.4848999996 5916271.4235);16426;
13734;117846;LINESTRING (133027.9382999996 5916171.4026, 133024.3556000004 5916057.5061);15279;
15372;13734;LINESTRING (133030.0274 5916179.6616, 133027.9382999996 5916171.4026);15705;
16039;14940;LINESTRING (132696.4187000003 5916213.9108, 132703.6310000001 5916151.4194);15712;
15187;14898;LINESTRING (132958.9067000002 5916204.2872, 132907.5669 5916206.5895, 132867.1005999995 5916208.9695);16759;
14882;14941;LINESTRING (132638.6761999996 5916205.8906, 132643.3037999999 5916197.2764, 132648.9291000003 5916146.1405);16760;
13865;13732;LINESTRING (132863.3931999998 5916031.8835, 132858.1666999999 5916208.0865);16705;
13732;13731;LINESTRING (132858.1666999999 5916208.0865, 132882.3819000004 5916268.8987);16710;
13731;13730;LINESTRING (132882.3819000004 5916268.8987, 132902.7789000003 5916324.3614);17085;
13733;14062;LINESTRING (132788.8472999996 5916325.7751, 132818.3743000003 5916394.1598);16316;
16095;13733;LINESTRING (132734.7503000004 5916195.4406, 132788.8472999996 5916325.7751);16627;
15371;13606;LINESTRING (133089.2314999998 5916169.8745, 133085.7801999999 5916053.0545);15276;
13866;15186;LINESTRING (132863.1732000001 5916178.5046, 132862.9260999998 5916149.369);16545;
14899;13616;LINESTRING (132888.7698999997 5916268.4169, 132882.5164000001 5916251.4928);16546;
13617;14899;LINESTRING (132902.551 5916306.2655, 132888.7698999997 5916268.4169);16547;
14062;1003744;LINESTRING (132818.3743000003 5916394.1598, 132884.7693999996 5916547.9307);15934;Terminal
13730;1003746;LINESTRING (132902.7789000003 5916324.3614, 132973.3969000001 5916518.3739);17727;Terminal
14853;14852;LINESTRING (132974.8866999997 5916340.2258, 132919.375 5916357.7303);15253;
15365;15371;LINESTRING (133095.0489999996 5916309.052, 133093.9403999997 5916275.3123, 133089.2314999998 5916169.8745);15277;
15364;15363;LINESTRING (133075.7549999999 5916317.8529, 133035.3676000005 5916329.9626);15278;
14896;15187;LINESTRING (132957.8905999996 5916181.3743, 132958.9067000002 5916204.2872);15281;
14897;14899;LINESTRING (132988.2938999999 5916263.7408, 132888.7698999997 5916268.4169);15282;
14891;14890;LINESTRING (132570.8266000003 5916175.1219, 132515.6063999999 5916198.6355);14780;
15363;15372;LINESTRING (133035.3676000005 5916329.9626, 133030.0274 5916179.6616);15068;
131451;131452;LINESTRING (132737.0459000003 5916195.1141, 132752.2268000003 5916095.1478);143593;
13727;15519;LINESTRING (133916.6673999997 5916187.3478, 133869.4877000004 5916197.5266);17978;
15510;15509;LINESTRING (134376.7383000003 5915734.8147, 134265.2883000001 5915730.6027);14956;
15819;15820;LINESTRING (133270.6152999997 5915713.0336, 133277.6173999999 5915671.1232);14287;
15820;15821;LINESTRING (133277.6173999999 5915671.1232, 133271.3688000003 5915661.3882);14288;
15822;15794;LINESTRING (133214.9528999999 5915715.1182, 133229.4981000004 5915614.384);14290;
15823;15793;LINESTRING (133156.1585999997 5915728.2536, 133171.8393000001 5915615.6099);14291;
15835;14232;LINESTRING (133351.0208000001 5915979.418, 133359.8753000004 5915904.902);14292;
14232;15833;LINESTRING (133359.8753000004 5915904.902, 133344.2583999997 5915904.2256);14293;
15852;15863;LINESTRING (133715.5421000002 5915691.7746, 133728.8832999999 5915603.9888);14861;
15781;15782;LINESTRING (133521.7242000001 5915856.7147, 133468.2372000003 5915858.141);14868;
15780;14846;LINESTRING (133570.8772999998 5915855.3733, 133546.4949000003 5915855.9872);14869;
15807;15805;LINESTRING (134133.7041999996 5915681.8237, 134148.7114000004 5915593.9549);14876;
15806;15807;LINESTRING (134088.5241999999 5915682.9803, 134133.7041999996 5915681.8237);14877;
15839;15787;LINESTRING (133166.5103000002 5915998.7159, 133186.5347999996 5915867.2884);14637;
15827;14984;LINESTRING (133259.9016000004 5915765.4491, 133252.0698999995 5915811.2324);14491;
15786;16220;LINESTRING (133248.7983999997 5915863.1322, 133201.5593999997 5915864.1907);14492;
15784;15786;LINESTRING (133302.7823000001 5915861.4435, 133248.7983999997 5915863.1322);14493;
15785;15784;LINESTRING (133357.8213999998 5915860.3618, 133302.7823000001 5915861.4435);14494;
15783;15785;LINESTRING (133412.5722000003 5915858.8455, 133357.8213999998 5915860.3618);14495;
15186;12987;LINESTRING (132862.9260999998 5916149.369, 132883.9885999998 5916062.8317);15254;
15834;15833;LINESTRING (133332.9949000003 5915977.9488, 133344.2583999997 5915904.2256);15257;
14039;14038;LINESTRING (133065.5943 5915980.2213, 133081.0153000001 5915867.4175);16658;
