self;other;geometry;edge;edge_correction
124636;124637;LINESTRING (130721.2498000003 5915924.4245, 130691.3097000001 5915920.8721);136546;
124638;124637;LINESTRING (130695.3158 5915887.1089, 130691.3097000001 5915920.8721);136547;
124637;124639;LINESTRING (130691.3097000001 5915920.8721, 130658.9368000003 5915917.0309);136548;
15752;15751;LINESTRING (130758.0208000001 5916278.1727, 130700.9046 5916277.8468);14514;
124640;124639;LINESTRING (130662.9429000001 5915883.2678, 130658.9368000003 5915917.0309);136549;
124639;124641;LINESTRING (130658.9368000003 5915917.0309, 130626.1666000001 5915913.1427);136550;
124641;124642;LINESTRING (130626.1666000001 5915913.1427, 130634.9800000004 5915838.8637);136551;
15359;15358;LINESTRING (130457.2703 5916319.4412, 130465.5379999997 5916398.1862);14517;
15358;15357;LINESTRING (130465.5379999997 5916398.1862, 130474.1091 5916489.6957);14518;
15357;13930;LINESTRING (130474.1091 5916489.6957, 130481.9813999999 5916552.4602);14519;
16502;15188;LINESTRING (130632.9968999997 5916482.0182, 130476.0520000001 5916473.7556);14522;
124648;124642;LINESTRING (130539.0528999995 5915827.4817, 130634.9800000004 5915838.8637);136542;
124644;124643;LINESTRING (130598.6009999998 5915868.7857, 130593.7937000003 5915909.3015);136552;
16496;16497;LINESTRING (130843.2373000002 5916034.809, 130824.1410999997 5916113.5028);14610;
15771;15770;LINESTRING (130777.8619999997 5916165.6164, 130785.3612000002 5916289.1646);15260;
15770;15769;LINESTRING (130785.3612000002 5916289.1646, 130792.9192000004 5916361.3232);15261;
15764;15765;LINESTRING (130755.7127 5916434.5834, 130720.3444999997 5916434.5451);15262;
15760;15765;LINESTRING (130712.9667999996 5916395.1675, 130720.3444999997 5916434.5451);15263;
124643;124645;LINESTRING (130593.7937000003 5915909.3015, 130562.0165999997 5915905.5311);136553;
124646;124645;LINESTRING (130566.8239000002 5915865.0153, 130562.0165999997 5915905.5311);136554;
124645;124647;LINESTRING (130562.0165999997 5915905.5311, 130530.2395000001 5915901.7606);136555;
124647;124648;LINESTRING (130530.2395000001 5915901.7606, 130539.0528999995 5915827.4817);136556;
124721;124710;LINESTRING (130551.5582999997 5915588.8942, 130582.6065999996 5915592.4879);136621;
124710;124708;LINESTRING (130582.6065999996 5915592.4879, 130586.1173 5915559.3324);136622;
124660;124656;LINESTRING (130341.2406000001 5915804.0106, 130438.1606999999 5915815.5105);136574;
124654;124653;LINESTRING (130396.9743999997 5915885.9483, 130429.3472999996 5915889.7895);136576;
124649;124650;LINESTRING (130502.2767000003 5915857.3566, 130497.4693999998 5915897.8724);136577;
124650;124651;LINESTRING (130497.4693999998 5915897.8724, 130463.1103999997 5915893.7956);136578;
124652;124651;LINESTRING (130467.9177999999 5915853.2798, 130463.1103999997 5915893.7956);136579;
124651;124653;LINESTRING (130463.1103999997 5915893.7956, 130429.3472999996 5915889.7895);136580;
124653;124656;LINESTRING (130429.3472999996 5915889.7895, 130438.1606999999 5915815.5105);136581;
124656;124648;LINESTRING (130438.1606999999 5915815.5105, 130539.0528999995 5915827.4817);136582;
124702;124701;LINESTRING (130661.9682999998 5915644.5281, 130713.8457000004 5915650.5424);136605;
124701;124699;LINESTRING (130713.8457000004 5915650.5424, 130718.2768999999 5915612.2984);136606;
124700;124699;LINESTRING (130680.0403000005 5915607.9943, 130718.2768999999 5915612.2984);136607;
124699;124697;LINESTRING (130718.2768999999 5915612.2984, 130722.7083999999 5915574.0507);136608;
124698;124697;LINESTRING (130684.5252999999 5915569.63, 130722.7083999999 5915574.0507);136609;
124697;124696;LINESTRING (130722.7083999999 5915574.0507, 130727.1611000001 5915535.6207);136610;
124704;124703;LINESTRING (130613.5990000004 5915636.1984, 130650.6683999998 5915640.4934);136611;
124703;124706;LINESTRING (130650.6683999998 5915640.4934, 130659.1434000004 5915567.3473);136612;
124704;124705;LINESTRING (130613.5990000004 5915636.1984, 130622.4517000001 5915563.3219);136613;
124704;124711;LINESTRING (130613.5990000004 5915636.1984, 130578.0197000001 5915632.076);136619;
124711;124710;LINESTRING (130578.0197000001 5915632.076, 130582.6065999996 5915592.4879);136620;
15763;15762;LINESTRING (130775.1075999998 5916169.3452, 130782.3372 5916292.8524);14505;
15761;15760;LINESTRING (130785.9661999997 5916394.2876, 130712.9667999996 5916395.1675);14506;
15759;15760;LINESTRING (130704.5993999997 5916356.2599, 130712.9667999996 5916395.1675);14507;
15758;15759;LINESTRING (130765.6004999997 5916356.2583, 130704.5993999997 5916356.2599);14508;
15754;15759;LINESTRING (130700.9369999999 5916317.0025, 130704.5993999997 5916356.2599);14509;
15753;15754;LINESTRING (130761.9548000004 5916317.0852, 130700.9369999999 5916317.0025);14510;
15751;15750;LINESTRING (130700.9046 5916277.8468, 130699.7226 5916234.9041);14511;
15757;16499;LINESTRING (130699.0355000002 5916195.6362, 130698.4447999997 5916155.0025);14513;
15751;15200;LINESTRING (130700.9046 5916277.8468, 130646.7397999996 5916274.3329);15412;
15209;15212;LINESTRING (131899.3010999998 5916678.794, 131903.7083000001 5916657.8768);15112;
15210;15211;LINESTRING (131935.5902000004 5916671.8689, 131938.3357999995 5916656.8855);15113;
14547;16151;LINESTRING (132103.1640999997 5916150.222, 132098.7481000004 5916167.2654);15228;
16040;14542;LINESTRING (132184.9742000001 5916253.2354, 132217.7043000003 5916326.2882);15178;
14901;14910;LINESTRING (132137.6708000004 5916273.5793, 132168.9743999997 5916347.5595);15181;
16151;16150;LINESTRING (132098.7481000004 5916167.2654, 132095.4945 5916193.0744);14941;
14217;15212;LINESTRING (131903.3530000001 5916647.5261, 131903.7083000001 5916657.8768);14824;
15211;15212;LINESTRING (131938.3357999995 5916656.8855, 131903.7083000001 5916657.8768);15105;
15203;15219;LINESTRING (131687.4417000003 5916682.5905, 131698.7500999998 5916617.6992);15106;
15204;15217;LINESTRING (131722.1100000003 5916688.3878, 131734.7096999995 5916624.5933);15107;
15205;15216;LINESTRING (131758.5165999997 5916681.7066, 131768.6557 5916631.6566);15108;
15212;15213;LINESTRING (131903.7083000001 5916657.8768, 131869.5280999998 5916652.8331);15104;
15206;15215;LINESTRING (131795.324 5916674.1253, 131802.2527000001 5916638.6458);15109;
15207;15214;LINESTRING (131828.7226 5916680.6318, 131835.7312000003 5916645.7777);15110;
15208;15213;LINESTRING (131862.1884000003 5916687.3516, 131869.5280999998 5916652.8331);15111;
14893;14997;LINESTRING (132401.5153999999 5916246.9681, 132339.3366999999 5916273.4933);15188;
14997;14998;LINESTRING (132339.3366999999 5916273.4933, 132308.0000999998 5916200.1211);15189;
14143;14478;LINESTRING (131510.0506999996 5916682.8637, 131498.1886999998 5916691.9659);15547;
14136;14137;LINESTRING (131604.2401999999 5916461.5716, 131623.7060000002 5916451.9843);15761;
14137;16129;LINESTRING (131623.7060000002 5916451.9843, 131624.0990000004 5916440.3303);15762;
15316;15319;LINESTRING (132165.8213 5915952.1756, 132175.4480999997 5915904.2154);14837;
16049;15908;LINESTRING (132291.1056000004 5915693.8866, 132305.7122 5915573.5787);14841;
16048;15884;LINESTRING (132338.8174000001 5915712.2427, 132320.6300999997 5915822.4416);14842;
16047;15906;LINESTRING (132387.5905999998 5915718.0988, 132404.5954 5915589.5563);14843;
128754;128742;LINESTRING (130420.6332 5915576.8123, 130382.9356000004 5915572.5661);140797;
16147;16148;LINESTRING (132192.1655999999 5916143.9186, 132112.6778999995 5916177.9615);15607;
14544;16149;LINESTRING (132165.0755000003 5916205.8953, 132116.6747000003 5916226.5249);15608;
14930;14561;LINESTRING (131947.0981999999 5916299.8311, 131884.7488000002 5916327.2002);15609;
14550;14996;LINESTRING (132389.3038999997 5916388.9853, 132361.7655999996 5916324.0566);16617;
15218;15219;LINESTRING (131675.625 5916626.2546, 131698.7500999998 5916617.6992);16630;
16116;16123;LINESTRING (131647.7752999999 5916363.22, 131674.4220000003 5916418.8873);16631;
14561;15332;LINESTRING (131884.7488000002 5916327.2002, 131825.7180000003 5916352.7915);16649;
14560;16126;LINESTRING (131880.0245000003 5916326.3892, 131781.8662 5916369.3069);16650;
16146;14930;LINESTRING (131967.7276999997 5916346.8112, 131947.0981999999 5916299.8311);15880;
14543;14999;LINESTRING (132291.9101 5916293.7025, 132259.6471999995 5916220.9805);15897;
14554;14923;LINESTRING (132376.3502000002 5916527.3394, 132437.6950000003 5916500.542);15899;
16051;15907;LINESTRING (132374.3200000003 5915466.7708, 132355.8832999999 5915581.1071);15819;
16050;15908;LINESTRING (132324.0050999997 5915459.5364, 132305.7122 5915573.5787);15820;
15754;15751;LINESTRING (130700.9369999999 5916317.0025, 130700.9046 5916277.8468);16637;
15769;15768;LINESTRING (130792.9192000004 5916361.3232, 130786.8415000001 5916413.7451);16638;
15762;15761;LINESTRING (130782.3372 5916292.8524, 130785.9661999997 5916394.2876);16639;
16492;16493;LINESTRING (130881.7732999995 5915619.0184, 130836.4142000005 5915766.9722);16112;
16493;124634;LINESTRING (130836.4142000005 5915766.9722, 130829.8079000004 5915851.4373);16113;
13930;13931;LINESTRING (130481.9813999999 5916552.4602, 130365.0192 5916570.7366);15460;
16497;16498;LINESTRING (130824.1410999997 5916113.5028, 130798.2955999998 5916145.3953);16114;
15768;15767;LINESTRING (130786.8415000001 5916413.7451, 130753.7013999997 5916454.2861);16181;
15014;16492;LINESTRING (130921.2405000003 5915521.31, 130881.7732999995 5915619.0184);15676;
16494;16495;LINESTRING (130829.9802000001 5915890.9053, 130834.8492999999 5915971.4454);15677;
15767;15766;LINESTRING (130753.7013999997 5916454.2861, 130725.3861999996 5916463.3887);16182;
16495;16496;LINESTRING (130834.8492999999 5915971.4454, 130843.2373000002 5916034.809);15678;
16498;15771;LINESTRING (130798.2955999998 5916145.3953, 130777.8619999997 5916165.6164);16183;
15766;16502;LINESTRING (130725.3861999996 5916463.3887, 130632.9968999997 5916482.0182);16635;
16498;16499;LINESTRING (130798.2955999998 5916145.3953, 130698.4447999997 5916155.0025);16636;
14994;15359;LINESTRING (130454.6282000002 5916259.5411, 130457.2703 5916319.4412);16951;
15188;120471;LINESTRING (130476.0520000001 5916473.7556, 130484.0447000004 5916552.1472);17086;
132154;15189;LINESTRING (130499.7828000002 5916691.1328, 130489.3949999996 5916592.3227);17088;
1003333;13936;LINESTRING (130835.5619000001 5915748.0048, 130838.4746000003 5915735.1445, 130843.7065000003 5915716.9295, 130848.6478000004 5915700.2648, 130860.8880000003 5915665.5681, 130881.5575000001 5915605.4544, 130894.8203999996 5915573.4168, 130904.4660999998 5915550.8527, 130913.5950999996 5915525.7048, 130923.0685999999 5915489.8778, 130928.0636999998 5915467.4859, 130932.0253999997 5915447.8499, 130773.0902000004 5915426.579);17616;
1003204;1003333;LINESTRING (130791.7045 5916154.3002, 130805.1848999998 5916139.8627, 130820.5147000002 5916127.9777, 130826.7155999998 5916119.71, 130850.9790000003 5916029.3333, 130837.0503000002 5915951.12, 130835.3278000001 5915887.217, 130835.7872000001 5915837.151, 130838.5431000004 5915789.6112, 130845.2032000003 5915750.1096, 130835.5619000001 5915748.0048);18208;
15189;132153;LINESTRING (130489.3949999996 5916592.3227, 130485.6479000002 5916554.8269);132084;
120471;13930;LINESTRING (130484.0447000004 5916552.1472, 130481.9813999999 5916552.4602);132085;
124634;16494;LINESTRING (130829.8079000004 5915851.4373, 130829.9802000001 5915890.9053);136541;
124633;124634;LINESTRING (130733.8863000004 5915850.5992, 130829.8079000004 5915851.4373);136544;
14552;14922;LINESTRING (132205.3337000003 5916600.7285, 132266.6244999999 5916573.9286);15551;
150719;14548;LINESTRING (132054.2153000003 5916253.507, 131995.1081999997 5916279.0907);15990;
121924;150718;LINESTRING (132287.4271999998 5916152.9337, 132224.9316999996 5916180.1507);15991;
15000;14543;LINESTRING (132313.2686000001 5916344.6623, 132291.9101 5916293.7025);15992;
16141;14138;LINESTRING (131673.9789000005 5916561.1606, 131647.3909999998 5916500.5998);15830;
16139;16140;LINESTRING (131781.6436000001 5916515.3328, 131726.4930999996 5916539.5927);15831;
16140;16128;LINESTRING (131726.4930999996 5916539.5927, 131693.5300000003 5916464.9157);15832;
16127;16128;LINESTRING (131749.7240000004 5916441.5898, 131693.5300000003 5916464.9157);15833;
16128;16123;LINESTRING (131693.5300000003 5916464.9157, 131674.4220000003 5916418.8873);15834;
16138;16139;LINESTRING (131803.6300999997 5916566.2013, 131781.6436000001 5916515.3328);15838;
14555;14554;LINESTRING (132316.2175000003 5916553.225, 132376.3502000002 5916527.3394);15496;
15333;16149;LINESTRING (132110.1410999997 5916225.9083, 132116.6747000003 5916226.5249);15604;Invertido
16152;16151;LINESTRING (132154.9748999998 5916142.7038, 132098.7481000004 5916167.2654);15606;
132153;120471;LINESTRING (130485.6479000002 5916554.8269, 130484.0447000004 5916552.1472);144220;
15765;15766;LINESTRING (130720.3444999997 5916434.5451, 130725.3861999996 5916463.3887);144221;
16121;16120;LINESTRING (131811.6859999998 5916291.6254, 131780.4539000001 5916305.6023);13904;
16120;16119;LINESTRING (131780.4539000001 5916305.6023, 131747.0871000001 5916319.7711);13905;
16119;16118;LINESTRING (131747.0871000001 5916319.7711, 131715.9733999996 5916333.3707);13906;
16118;16117;LINESTRING (131715.9733999996 5916333.3707, 131683.9347999999 5916346.7755);13907;
15908;15909;LINESTRING (132305.7122 5915573.5787, 132248.9957999997 5915563.8603);14846;
16122;16121;LINESTRING (131842.8360000001 5916278.8611, 131811.6859999998 5916291.6254);15115;
13924;13925;LINESTRING (131636.9960000003 5916370.033, 131626.5144999996 5916384.0956);15125;
13682;13924;LINESTRING (131693.2960000001 5916343.9981, 131636.9960000003 5916370.033);15128;
16105;15326;LINESTRING (131907.6370999999 5916215.0554, 131920.5444999998 5916245.3117);15176;
15319;15320;LINESTRING (132175.4480999997 5915904.2154, 132187.0486000003 5915856.5885);14838;
16005;15909;LINESTRING (132224.318 5915685.68, 132248.9957999997 5915563.8603);14840;
13923;13924;LINESTRING (131656.5948000001 5916383.9244, 131636.9960000003 5916370.033);15027;
15338;15326;LINESTRING (131947.3888999997 5916232.1779, 131920.5444999998 5916245.3117);15223;
15337;15338;LINESTRING (131975.9529999997 5916220.767, 131947.3888999997 5916232.1779);15224;
15336;15337;LINESTRING (132003.7730999999 5916208.99, 131975.9529999997 5916220.767);15225;
15335;15336;LINESTRING (132031.4442999996 5916196.6014, 132003.7730999999 5916208.99);15226;
15334;15335;LINESTRING (132059.2748999996 5916185.4232, 132031.4442999996 5916196.6014);15227;
15309;14547;LINESTRING (132075.9950000001 5916144.2431, 132103.1640999997 5916150.222);15988;
14545;14546;LINESTRING (132086.3712999998 5916111.3821, 132116.4090999998 5916118.2393);15989;
13926;117840;LINESTRING (131501.0584000004 5916417.3293, 131498.5447000004 5916409.2486);15466;
13925;13926;LINESTRING (131626.5144999996 5916384.0956, 131501.0584000004 5916417.3293);15467;
15321;15320;LINESTRING (132283.5356000001 5915876.2048, 132187.0486000003 5915856.5885);15592;
15308;16152;LINESTRING (132137.4145 5916101.0424, 132154.9748999998 5916142.7038);15605;
14546;14547;LINESTRING (132116.4090999998 5916118.2393, 132103.1640999997 5916150.222);16624;
16104;15338;LINESTRING (131934.9770999998 5916203.9355, 131947.3888999997 5916232.1779);15884;
16103;15337;LINESTRING (131964.2132000001 5916193.4415, 131975.9529999997 5916220.767);15885;
16102;15336;LINESTRING (131991.1401000004 5916180.1513, 132003.7730999999 5916208.99);15886;
16101;15335;LINESTRING (132018.0411 5916167.243, 132031.4442999996 5916196.6014);15887;
16100;15334;LINESTRING (132046.6926999995 5916155.1275, 132059.2748999996 5916185.4232);15888;
15324;14054;LINESTRING (132163.5888 5915902.4257, 132186.1113 5915799.732);15943;
16107;16122;LINESTRING (131875.4031999996 5916263.8711, 131842.8360000001 5916278.8611);16405;
16113;16118;LINESTRING (131703.7942000004 5916305.3655, 131715.9733999996 5916333.3707);16406;
16114;16117;LINESTRING (131671.7529999996 5916317.5477, 131683.9347999999 5916346.7755);16407;
16112;16119;LINESTRING (131733.8447000002 5916291.0298, 131747.0871000001 5916319.7711);16409;
16111;16120;LINESTRING (131767.3474000003 5916275.9158, 131780.4539000001 5916305.6023);16410;
16110;16121;LINESTRING (131798.8642999995 5916262.8052, 131811.6859999998 5916291.6254);16411;
117840;1003182;LINESTRING (131498.5447000004 5916409.2486, 131479.4293999998 5916413.7242);128528;
16109;16122;LINESTRING (131829.5467999997 5916248.8356, 131842.8360000001 5916278.8611);16412;
16106;16107;LINESTRING (131863.2093000002 5916232.784, 131875.4031999996 5916263.8711);16413;
15325;15324;LINESTRING (132137.4954000004 5916025.8794, 132163.5888 5915902.4257);16605;
13676;13677;LINESTRING (132195.4949000003 5916129.7818, 132153.4293999998 5916145.2172);17465;
13681;13682;LINESTRING (131762.4743999997 5916315.2763, 131693.2960000001 5916343.9981);17623;
13680;13681;LINESTRING (131872.2215999998 5916266.7678, 131762.4743999997 5916315.2763);17624;
13679;13680;LINESTRING (131981.449 5916219.865, 131872.2215999998 5916266.7678);17625;
13678;13679;LINESTRING (132088.8535000002 5916172.8564, 131981.449 5916219.865);17626;
13677;13678;LINESTRING (132153.4293999998 5916145.2172, 132088.8535000002 5916172.8564);17627;
14065;14932;LINESTRING (132406.4069999997 5916245.6, 132371.2994999997 5916153.8462);15932;
