,self,other,edge,edge_correction,geometry
3452,14996,15000,133899,,"LINESTRING (132361.7655999996 5916324.0566, 132313.2686000001 5916344.6623)"
3453,14933,121924,133900,,"LINESTRING (132335.5477999998 5916132.3386, 132287.4271999998 5916152.9337)"
3454,14998,121924,133901,,"LINESTRING (132308.0000999998 5916200.1211, 132287.4271999998 5916152.9337)"
3455,130063,15211,142103,,"LINESTRING (132053.7862 5916653.0644, 131938.3357999995 5916656.8855)"
3456,130064,130063,142104,,"LINESTRING (132077.3881000001 5916652.3879, 132053.7862 5916653.0644)"
3458,14922,14913,133870,,"LINESTRING (132266.6244999999 5916573.9286, 132244.3729999997 5916521.4449)"
3459,14913,14911,133871,,"LINESTRING (132244.3729999997 5916521.4449, 132213.267 5916448.6929)"
3460,14911,14909,133872,,"LINESTRING (132213.267 5916448.6929, 132190.9358999999 5916397.6853)"
3461,14909,14908,133873,,"LINESTRING (132190.9358999999 5916397.6853, 132143.0504999999 5916418.986)"
3462,14551,14911,133875,,"LINESTRING (132261.9249 5916427.8478, 132213.267 5916448.6929)"
3465,14912,14555,133878,,"LINESTRING (132293.3465999998 5916500.968, 132316.2175000003 5916553.225)"
3466,14553,14912,133880,,"LINESTRING (132338.3936999999 5916481.6276, 132293.3465999998 5916500.968)"
3467,14066,14553,133882,,"LINESTRING (132324.5153999999 5916449.1199, 132338.3936999999 5916481.6276)"
3468,150720,15216,164245,,"LINESTRING (131776.6843999997 5916623.235, 131768.6557 5916631.6566)"
3469,16464,16465,15138,,"LINESTRING (130639.5027000001 5915332.2779, 130686.7127 5915338.1686)"
3470,16465,16461,15139,,"LINESTRING (130686.7127 5915338.1686, 130768.4687000001 5915348.0148)"
3471,16461,16458,15140,,"LINESTRING (130768.4687000001 5915348.0148, 130815.3638000004 5915354.3251)"
3472,15019,15018,16673,,"LINESTRING (130699.3611000003 5915384.1362, 130809.1765000001 5915396.8426)"
3473,15018,15017,16674,,"LINESTRING (130809.1765000001 5915396.8426, 130943.2182 5915415.4389)"
3474,13584,13581,17361,,"LINESTRING (130674.0081000002 5915380.7401, 130548.9634999996 5915366.3147)"
3475,13581,13582,17362,,"LINESTRING (130548.9634999996 5915366.3147, 130434.5498000002 5915351.9393)"
3476,13582,13422,17363,,"LINESTRING (130434.5498000002 5915351.9393, 130323.9850000003 5915337.1463)"
3477,13422,13580,17364,,"LINESTRING (130323.9850000003 5915337.1463, 130317.4177999999 5915336.3706)"
3478,14034,16455,18103,,"LINESTRING (131131.0591000002 5915367.2872, 131109.6509999996 5915363.7954)"
3479,13442,13443,17192,,"LINESTRING (130512.0120999999 5915472.4903, 130396.7335999999 5915458.2396)"
3480,13431,13428,17193,,"LINESTRING (130634.3843999999 5915460.7271, 130514.9135999996 5915445.9651)"
3481,13428,13423,17194,,"LINESTRING (130514.9135999996 5915445.9651, 130399.9729000004 5915431.7616)"
3482,13436,13435,17195,,"LINESTRING (130789.0300000003 5915453.8793, 130766.1224999996 5915451.1152)"
3483,13435,13434,17196,,"LINESTRING (130766.1224999996 5915451.1152, 130737.3324999996 5915447.7265)"
3484,13434,13433,17197,,"LINESTRING (130737.3324999996 5915447.7265, 130708.4976000004 5915444.3332)"
3485,13433,13430,17198,,"LINESTRING (130708.4976000004 5915444.3332, 130642.8552000001 5915436.6615)"
3486,16458,16456,15671,,"LINESTRING (130815.3638000004 5915354.3251, 130896.2181000002 5915366.0433, 130948.5444 5915373.7161)"
3487,16456,15017,15674,,"LINESTRING (130948.5444 5915373.7161, 130943.2182 5915415.4389)"
3488,16452,16453,15715,,"LINESTRING (131007.0559 5915335.474, 130969.2372000003 5915327.4949)"
3489,15016,15191,15716,,"LINESTRING (131007.9360999996 5915342.7197, 130966.3789999997 5915334.109)"
3490,16454,16455,15717,,"LINESTRING (131100.6441000002 5915415.6274, 131109.6509999996 5915363.7954)"
3491,16453,15191,15718,,"LINESTRING (130969.2372000003 5915327.4949, 130966.3789999997 5915334.109)"
3492,15191,16456,15719,,"LINESTRING (130966.3789999997 5915334.109, 130948.5444 5915373.7161)"
3493,16288,16455,17929,,"LINESTRING (131115.0703999996 5915337.8757, 131109.6509999996 5915363.7954)"
3494,13430,13429,17338,,"LINESTRING (130642.8552000001 5915436.6615, 130523.6885000002 5915421.1794)"
3495,13429,13427,17339,,"LINESTRING (130523.6885000002 5915421.1794, 130403.0295000002 5915406.9179)"
3496,13439,13433,17340,,"LINESTRING (130702.3026999999 5915497.0434, 130708.4976000004 5915444.3332)"
3497,13438,13434,17341,,"LINESTRING (130731.1425000001 5915500.4347, 130737.3324999996 5915447.7265)"
3498,13437,13435,17342,,"LINESTRING (130759.9325000001 5915503.8241, 130766.1224999996 5915451.1152)"
3499,16455,15016,16677,,"LINESTRING (131109.6509999996 5915363.7954, 131007.9360999996 5915342.7197)"
3500,13580,13583,17369,,"LINESTRING (130317.4177999999 5915336.3706, 130205.0340999998 5915323.0948)"
3501,13446,13424,17180,,"LINESTRING (130303.4352000002 5915452.2368, 130310.5843000002 5915395.6094)"
3502,13424,13580,17181,,"LINESTRING (130310.5843000002 5915395.6094, 130315.1950000003 5915355.6401, 130317.4177999999 5915336.3706)"
3503,13425,13424,17182,,"LINESTRING (130343.3793000001 5915399.662, 130310.5843000002 5915395.6094)"
3504,13426,13425,17183,,"LINESTRING (130372.4479999999 5915403.254, 130343.3793000001 5915399.662)"
3505,13427,13426,17184,,"LINESTRING (130403.0295000002 5915406.9179, 130372.4479999999 5915403.254)"
3506,13443,13423,17185,,"LINESTRING (130396.7335999999 5915458.2396, 130399.9729000004 5915431.7616)"
3507,13423,13427,17186,,"LINESTRING (130399.9729000004 5915431.7616, 130403.0295000002 5915406.9179)"
3508,13444,13426,17187,,"LINESTRING (130365.8953999998 5915458.9452, 130372.4479999999 5915403.254)"
3509,13445,13425,17188,,"LINESTRING (130336.8267000001 5915455.3533, 130343.3793000001 5915399.662)"
3510,13432,13431,17189,,"LINESTRING (130672.1550000003 5915465.395, 130634.3843999999 5915460.7271)"
3511,13440,13441,17190,,"LINESTRING (130669.0308999997 5915491.8876, 130631.2677999996 5915487.2225)"
3512,13441,13442,17191,,"LINESTRING (130631.2677999996 5915487.2225, 130512.0120999999 5915472.4903)"
3513,124708,124712,136623,,"LINESTRING (130586.1173 5915559.3324, 130530.3048 5915552.4194)"
3514,124712,124713,136626,,"LINESTRING (130530.3048 5915552.4194, 130534.8344999999 5915513.3243)"
3515,124719,124720,136627,,"LINESTRING (130446.7056999998 5915503.1086, 130461.6058999998 5915504.8358)"
3516,124720,124716,136628,,"LINESTRING (130461.6058999998 5915504.8358, 130497.4861000003 5915508.9949)"
3517,124716,124713,136629,,"LINESTRING (130497.4861000003 5915508.9949, 130534.8344999999 5915513.3243)"
3518,124713,13938,136635,,"LINESTRING (130534.8344999999 5915513.3243, 130548.7905999999 5915401.6934)"
3519,124667,124662,136566,,"LINESTRING (130248.2926000003 5915792.9821, 130309.4634999996 5915800.2402)"
3520,124666,124661,136567,,"LINESTRING (130280.2156999996 5915837.9568, 130304.6337000001 5915840.9454)"
3521,124661,124662,136568,,"LINESTRING (130304.6337000001 5915840.9454, 130309.4634999996 5915800.2402)"
3522,124662,124660,136569,,"LINESTRING (130309.4634999996 5915800.2402, 130341.2406000001 5915804.0106)"
3523,124663,124659,136570,,"LINESTRING (130305.0056999996 5915875.036, 130332.4271 5915878.2896)"
3524,124657,124658,136571,,"LINESTRING (130368.2103000004 5915848.2969, 130364.2041999996 5915882.0601)"
3525,124658,124659,136572,,"LINESTRING (130364.2041999996 5915882.0601, 130332.4271 5915878.2896)"
3526,124659,124660,136573,,"LINESTRING (130332.4271 5915878.2896, 130341.2406000001 5915804.0106)"
3527,124655,124654,136575,,"LINESTRING (130400.9804999996 5915852.1852, 130396.9743999997 5915885.9483)"
3528,124705,124706,136614,,"LINESTRING (130622.4517000001 5915563.3219, 130659.1434000004 5915567.3473)"
3529,124706,124707,136615,,"LINESTRING (130659.1434000004 5915567.3473, 130663.6721999999 5915528.2601)"
3530,124707,124696,136616,,"LINESTRING (130663.6721999999 5915528.2601, 130727.1611000001 5915535.6207)"
3532,124709,124713,136618,,"LINESTRING (130595.2240000004 5915520.3251, 130534.8344999999 5915513.3243)"
3533,13230,13234,17526,,"LINESTRING (130277.2989999996 5916502.2699, 130246.5341999996 5916499.9394)"
3534,13229,13230,17527,,"LINESTRING (130276.0082 5916527.8004, 130277.2989999996 5916502.2699)"
3535,13232,13231,17531,,"LINESTRING (130266.7607000005 5916609.3534, 130321.4907999998 5916592.9343)"
3536,13266,13265,18268,,"LINESTRING (130321.4960000003 5916322.592, 130254.7041999996 5916327.9997)"
3537,128751,128749,140783,,"LINESTRING (130237.3262999998 5915477.7737, 130290.0878999997 5915483.7245)"
3538,128748,128749,140785,,"LINESTRING (130304.4214000003 5915485.339, 130290.0878999997 5915483.7245)"
3539,128739,128748,140786,,"LINESTRING (130391.6303000003 5915495.1611, 130304.4214000003 5915485.339)"
3540,128747,128748,140787,,"LINESTRING (130299.6606000001 5915526.9909, 130304.4214000003 5915485.339)"
3541,128746,128747,140788,,"LINESTRING (130295.6434000004 5915562.788, 130299.6606000001 5915526.9909)"
3542,128745,128746,140789,,"LINESTRING (130291.3783 5915600.9332, 130295.6434000004 5915562.788)"
3543,128743,128742,140790,,"LINESTRING (130380.2122 5915596.6413, 130382.9356000004 5915572.5661)"
3544,128742,128741,140791,,"LINESTRING (130382.9356000004 5915572.5661, 130386.9641000004 5915536.8431)"
3545,128741,128739,140792,,"LINESTRING (130386.9641000004 5915536.8431, 130391.6303000003 5915495.1611)"
3546,128738,128739,140793,,"LINESTRING (130435.3881000001 5915500.0469, 130391.6303000003 5915495.1611)"
3547,128752,128747,140794,,"LINESTRING (130370.3924000002 5915534.9805, 130299.6606000001 5915526.9909)"
3548,128753,128746,140795,,"LINESTRING (130366.5142999999 5915570.7174, 130295.6434000004 5915562.788)"
3549,128740,128741,140796,,"LINESTRING (130424.5489999996 5915541.0909, 130386.9641000004 5915536.8431)"
3550,128744,128745,140798,,"LINESTRING (130391.8947000001 5915612.2712, 130291.3783 5915600.9332)"
3551,13940,13941,15450,,"LINESTRING (130303.0487000002 5915369.7943, 130182.0832000002 5915355.3639)"
3552,13939,13940,15451,,"LINESTRING (130406.3158999998 5915383.5204, 130303.0487000002 5915369.7943)"
3553,13938,13939,15452,,"LINESTRING (130548.7905999999 5915401.6934, 130406.3158999998 5915383.5204)"
3554,13937,13938,15453,,"LINESTRING (130651.5040999996 5915413.0893, 130548.7905999999 5915401.6934)"
3555,13936,13937,15454,,"LINESTRING (130773.0902000004 5915426.579, 130651.5040999996 5915413.0893)"
3556,13932,1003209,15458,,"LINESTRING (130342.2648999998 5916588.3982, 130342.5849000001 5916606.5855)"
3557,13931,13932,15459,,"LINESTRING (130365.0192 5916570.7366, 130342.2648999998 5916588.3982)"
3558,15017,15014,15675,,"LINESTRING (130943.2182 5915415.4389, 130921.2405000003 5915521.31)"
3559,13231,13932,16476,,"LINESTRING (130321.4907999998 5916592.9343, 130342.2648999998 5916588.3982)"
3560,128749,13940,140782,,"LINESTRING (130290.0878999997 5915483.7245, 130303.0487000002 5915369.7943)"
3561,14857,14868,15518,,"LINESTRING (132627.7907999996 5916504.3933, 132597.0285 5916434.1934)"
3562,14858,14867,15519,,"LINESTRING (132656.9983999999 5916490.2646, 132626.2812000001 5916421.3747)"
3563,14868,14869,15283,,"LINESTRING (132597.0285 5916434.1934, 132568.4506999999 5916446.1328)"
3564,14864,14865,15749,,"LINESTRING (132713.5810000002 5916383.7407, 132684.2998000002 5916396.5446)"
3565,14865,14866,15750,,"LINESTRING (132684.2998000002 5916396.5446, 132655.2269000001 5916408.8654)"
3566,14866,14867,15751,,"LINESTRING (132655.2269000001 5916408.8654, 132626.2812000001 5916421.3747)"
3567,14884,14876,15614,,"LINESTRING (132614.4637000002 5916276.2468, 132646.4983999999 5916349.9998)"
3569,14876,14875,16155,,"LINESTRING (132646.4983999999 5916349.9998, 132590.8765000002 5916373.4615)"
3570,14886,14888,16355,,"LINESTRING (132506.5017999997 5916322.2272, 132486.0810000002 5916271.4936)"
3572,14874,14873,16393,,"LINESTRING (132612.6473000003 5916423.8888, 132559.1874000002 5916446.7027)"
3573,16043,14873,16395,,"LINESTRING (132529.2637 5916374.7288, 132559.1874000002 5916446.7027)"
3575,14856,14869,15288,,"LINESTRING (132598.4573999997 5916516.3524, 132568.4506999999 5916446.1328)"
3576,14859,14866,15638,,"LINESTRING (132685.7001999998 5916479.3509, 132655.2269000001 5916408.8654)"
3578,14875,14874,16428,,"LINESTRING (132590.8765000002 5916373.4615, 132612.6473000003 5916423.8888)"
3579,14877,14881,16191,,"LINESTRING (132691.9473000001 5916330.5005, 132667.4848999996 5916271.4235)"
3580,14878,14877,16391,,"LINESTRING (132714.4468 5916380.8763, 132691.9473000001 5916330.5005)"
3581,14885,14886,16432,,"LINESTRING (132559.7655999996 5916299.9443, 132506.5017999997 5916322.2272)"
3582,14869,14870,15284,,"LINESTRING (132568.4506999999 5916446.1328, 132540.1821999997 5916459.1594)"
3583,14855,14870,15285,,"LINESTRING (132562.7982999999 5916513.0629, 132540.1821999997 5916459.1594)"
3584,14871,14872,15286,,"LINESTRING (132512.1271000002 5916473.9165, 132504.2741999999 5916471.6879)"
3585,14854,14871,15287,,"LINESTRING (132534.0723000001 5916525.7149, 132512.1271000002 5916473.9165)"
3586,14894,14895,15185,,"LINESTRING (132463.3269999996 5916427.0713, 132415.1177000003 5916448.2414)"
3587,14860,14865,15639,,"LINESTRING (132714.0710000005 5916465.9117, 132684.2998000002 5916396.5446)"
3588,14867,14868,15752,,"LINESTRING (132626.2812000001 5916421.3747, 132597.0285 5916434.1934)"
3590,16041,14894,16339,,"LINESTRING (132431.2197000002 5916354.1828, 132463.3269999996 5916427.0713)"
3591,14923,14895,15898,,"LINESTRING (132437.6950000003 5916500.542, 132415.1177000003 5916448.2414)"
3592,14872,14923,15900,,"LINESTRING (132504.2741999999 5916471.6879, 132437.6950000003 5916500.542)"
3594,14870,14871,16761,,"LINESTRING (132540.1821999997 5916459.1594, 132512.1271000002 5916473.9165)"
3595,16042,14872,16396,,"LINESTRING (132481.4194999998 5916418.9012, 132504.2741999999 5916471.6879)"
3596,14892,14065,16421,,"LINESTRING (132427.7109000003 5916295.1564, 132406.4069999997 5916245.6)"
3597,14873,14872,16429,,"LINESTRING (132559.1874000002 5916446.7027, 132504.2741999999 5916471.6879)"
3598,14888,14892,16430,,"LINESTRING (132486.0810000002 5916271.4936, 132427.7109000003 5916295.1564)"
3599,14887,14886,16431,,"LINESTRING (132450.3843 5916345.5447, 132506.5017999997 5916322.2272)"
3600,15002,16041,16433,,"LINESTRING (132409.4652000004 5916303.6694, 132431.2197000002 5916354.1828)"
3601,13258,13256,16912,,"LINESTRING (129980.7676999997 5916347.4447, 129927.0734000001 5916343.456)"
3602,13236,13238,16477,,"LINESTRING (130177.7488000002 5916451.4581, 130170.6919 5916556.0852)"
3603,13248,13239,16478,,"LINESTRING (130144.3049999997 5916461.1231, 130141.2367000002 5916498.0954)"
3604,13239,13240,16479,,"LINESTRING (130141.2367000002 5916498.0954, 130138.1684999997 5916541.3576)"
3605,13247,13239,16480,,"LINESTRING (130051.6441000002 5916453.2991, 130141.2367000002 5916498.0954)"
3606,13246,13251,16481,,"LINESTRING (130020.5014000004 5916427.9861, 130004.3931 5916383.113)"
3607,13251,13252,16482,,"LINESTRING (130004.3931 5916383.113, 129968.0345000001 5916380.5817)"
3608,13245,13252,16483,,"LINESTRING (129989.2052999996 5916437.6511, 129968.0345000001 5916380.5817)"
3610,13228,13227,17523,,"LINESTRING (130255.5670999996 5916450.7103, 130211.7296000002 5916448.294)"
3611,13227,13235,17524,,"LINESTRING (130211.7296000002 5916448.294, 130208.4504000004 5916496.4463)"
3612,13234,13235,17525,,"LINESTRING (130246.5341999996 5916499.9394, 130208.4504000004 5916496.4463)"
3613,13233,13234,17528,,"LINESTRING (130243.3132999996 5916553.9183, 130246.5341999996 5916499.9394)"
3614,13235,13237,17529,,"LINESTRING (130208.4504000004 5916496.4463, 130203.7905000001 5916567.035)"
3615,13237,13232,17530,,"LINESTRING (130203.7905000001 5916567.035, 130266.7607000005 5916609.3534)"
3616,13250,13249,17680,,"LINESTRING (130046.0444999998 5916385.6443, 130081.943 5916426.6054)"
3617,13249,13248,17681,,"LINESTRING (130081.943 5916426.6054, 130144.3049999997 5916461.1231)"
3618,13261,13248,17628,,"LINESTRING (130150.7483000001 5916360.3314, 130144.3049999997 5916461.1231)"
3619,13260,13261,17629,,"LINESTRING (130042.1325000003 5916351.817, 130150.7483000001 5916360.3314)"
3621,13263,13261,17708,,"LINESTRING (130153.5097000003 5916328.8052, 130150.7483000001 5916360.3314)"
3622,13225,13262,17709,,"LINESTRING (130179.7432000004 5916435.1198, 130186.1864999998 5916331.7967)"
3623,13259,13257,18161,,"LINESTRING (130044.4336999999 5916318.4498, 129929.5279999999 5916310.6258)"
3625,13262,13263,18163,,"LINESTRING (130186.1864999998 5916331.7967, 130153.5097000003 5916328.8052)"
3626,13264,13262,18164,,"LINESTRING (130221.2220000001 5916331.2789, 130186.1864999998 5916331.7967)"
3627,13265,13264,18165,,"LINESTRING (130254.7041999996 5916327.9997, 130221.2220000001 5916331.2789)"
3628,13226,13265,18269,,"LINESTRING (130248.3184000002 5916439.2619, 130254.7041999996 5916327.9997)"
3630,13238,13237,18314,,"LINESTRING (130170.6919 5916556.0852, 130203.7905000001 5916567.035)"
3631,13240,13238,18315,,"LINESTRING (130138.1684999997 5916541.3576, 130170.6919 5916556.0852)"
3632,13241,13240,18316,,"LINESTRING (130059.3147 5916506.3797, 130138.1684999997 5916541.3576)"
3633,13242,13241,18317,,"LINESTRING (129981.3812999995 5916471.7085, 130059.3147 5916506.3797)"
3634,13244,13242,18318,,"LINESTRING (129922.7779000001 5916446.549, 129981.3812999995 5916471.7085)"
3635,13252,13253,18270,,"LINESTRING (129968.0345000001 5916380.5817, 129925.2324999999 5916376.593)"
3636,13243,13244,18155,,"LINESTRING (129920.9369000001 5916471.4017, 129922.7779000001 5916446.549)"
3637,13253,13244,18156,,"LINESTRING (129925.2324999999 5916376.593, 129922.7779000001 5916446.549)"
3638,13256,13253,18157,,"LINESTRING (129927.0734000001 5916343.456, 129925.2324999999 5916376.593)"
3639,13257,13256,18158,,"LINESTRING (129929.5279999999 5916310.6258, 129927.0734000001 5916343.456)"
3640,13255,13257,18159,,"LINESTRING (129932.5148999998 5916259.0191, 129929.5279999999 5916310.6258)"
3641,13254,13255,18160,,"LINESTRING (129876.4201999996 5916254.8423, 129932.5148999998 5916259.0191)"
3642,125938,125939,137853,,"LINESTRING (129913.7450999999 5916224.0499, 129934.3051000005 5916225.1367)"
3643,125939,13255,137854,,"LINESTRING (129934.3051000005 5916225.1367, 129932.5148999998 5916259.0191)"
3644,14882,14314,18134,,"LINESTRING (132638.6761999996 5916205.8906, 132632.6169999996 5916186.3716)"
3646,13616,14898,15255,,"LINESTRING (132882.5164000001 5916251.4928, 132867.1005999995 5916208.9695)"
3648,14862,14863,15894,,"LINESTRING (132771.8044999996 5916438.4583, 132742.3924000002 5916370.9853)"
3649,14863,14864,15895,,"LINESTRING (132742.3924000002 5916370.9853, 132713.5810000002 5916383.7407)"
3650,14059,14058,15937,,"LINESTRING (132810.2503000004 5916367.0025, 132788.7494000001 5916316.3812)"
3651,14057,14061,15938,,"LINESTRING (132773.1122000003 5916277.5942, 132740.2205999997 5916194.5539)"
3652,14058,14057,15939,,"LINESTRING (132788.7494000001 5916316.3812, 132773.1122000003 5916277.5942)"
3653,16098,14055,15940,,"LINESTRING (132840.2747999998 5916324.1751, 132816.8213999998 5916260.0691)"
3654,16097,14056,15941,,"LINESTRING (132790.3507000003 5916187.7159, 132797.8274999997 5916140.0457, 132806.5811999999 5916081.2881)"
3655,14898,13866,16161,,"LINESTRING (132867.1005999995 5916208.9695, 132863.1732000001 5916178.5046)"
3657,14055,16097,15617,,"LINESTRING (132816.8213999998 5916260.0691, 132790.3507000003 5916187.7159)"
3658,16094,16095,15618,,"LINESTRING (132750.0124000004 5916094.8945, 132734.7503000004 5916195.4406)"
3659,14852,13729,15707,,"LINESTRING (132919.375 5916357.7303, 132915.4769000001 5916339.7383)"
3660,14879,14878,16394,,"LINESTRING (132759.9117999999 5916361.3877, 132714.4468 5916380.8763)"
3661,14861,14864,15640,,"LINESTRING (132743.3136 5916453.3247, 132713.5810000002 5916383.7407)"
3663,14503,16098,15797,,"LINESTRING (132862.7483000001 5916383.6248, 132840.2747999998 5916324.1751)"
3664,13729,13617,15798,,"LINESTRING (132915.4769000001 5916339.7383, 132902.551 5916306.2655)"
3665,14889,14541,16340,,"LINESTRING (132462.8634000001 5916221.6361, 132436.7887000004 5916159.6326)"
3666,15371,13734,16303,,"LINESTRING (133089.2314999998 5916169.8745, 133027.9382999996 5916171.4026)"
3667,14061,14060,15935,,"LINESTRING (132740.2205999997 5916194.5539, 132754.7246000003 5916095.2193)"
3669,14314,16045,16221,,"LINESTRING (132632.6169999996 5916186.3716, 132610.6577000003 5916140.7675)"
3671,14881,14882,16361,,"LINESTRING (132667.4848999996 5916271.4235, 132638.6761999996 5916205.8906)"
3672,14883,14882,16362,,"LINESTRING (132592.4418000001 5916225.5277, 132638.6761999996 5916205.8906)"
3673,14890,14889,16363,,"LINESTRING (132515.6063999999 5916198.6355, 132462.8634000001 5916221.6361)"
3676,16044,14880,16390,,"LINESTRING (132734.6436000001 5916301.2389, 132713.2638999997 5916251.8296)"
3678,14880,14881,16426,,"LINESTRING (132713.2638999997 5916251.8296, 132667.4848999996 5916271.4235)"
3679,13734,117846,15279,,"LINESTRING (133027.9382999996 5916171.4026, 133024.3556000004 5916057.5061)"
3680,15372,13734,15705,,"LINESTRING (133030.0274 5916179.6616, 133027.9382999996 5916171.4026)"
3681,16039,14940,15712,,"LINESTRING (132696.4187000003 5916213.9108, 132703.6310000001 5916151.4194)"
3682,15187,14898,16759,,"LINESTRING (132958.9067000002 5916204.2872, 132907.5669 5916206.5895, 132867.1005999995 5916208.9695)"
3685,13732,13731,16710,,"LINESTRING (132858.1666999999 5916208.0865, 132882.3819000004 5916268.8987)"
3686,13731,13730,17085,,"LINESTRING (132882.3819000004 5916268.8987, 132902.7789000003 5916324.3614)"
3687,13733,14062,16316,,"LINESTRING (132788.8472999996 5916325.7751, 132818.3743000003 5916394.1598)"
3688,16095,13733,16627,,"LINESTRING (132734.7503000004 5916195.4406, 132788.8472999996 5916325.7751)"
3690,13866,15186,16545,,"LINESTRING (132863.1732000001 5916178.5046, 132862.9260999998 5916149.369)"
3691,14899,13616,16546,,"LINESTRING (132888.7698999997 5916268.4169, 132882.5164000001 5916251.4928)"
3692,13617,14899,16547,,"LINESTRING (132902.551 5916306.2655, 132888.7698999997 5916268.4169)"
3693,14062,1003744,15934,Terminal,"LINESTRING (132818.3743000003 5916394.1598, 132884.7693999996 5916547.9307)"
3694,13730,1003746,17727,Terminal,"LINESTRING (132902.7789000003 5916324.3614, 132973.3969000001 5916518.3739)"
3695,14853,14852,15253,,"LINESTRING (132974.8866999997 5916340.2258, 132919.375 5916357.7303)"
3696,15365,15371,15277,,"LINESTRING (133095.0489999996 5916309.052, 133093.9403999997 5916275.3123, 133089.2314999998 5916169.8745)"
3697,15364,15363,15278,,"LINESTRING (133075.7549999999 5916317.8529, 133035.3676000005 5916329.9626)"
3698,14896,15187,15281,,"LINESTRING (132957.8905999996 5916181.3743, 132958.9067000002 5916204.2872)"
3699,14897,14899,15282,,"LINESTRING (132988.2938999999 5916263.7408, 132888.7698999997 5916268.4169)"
3700,14891,14890,14780,,"LINESTRING (132570.8266000003 5916175.1219, 132515.6063999999 5916198.6355)"
3701,15363,15372,15068,,"LINESTRING (133035.3676000005 5916329.9626, 133030.0274 5916179.6616)"
3702,131451,131452,143593,,"LINESTRING (132737.0459000003 5916195.1141, 132752.2268000003 5916095.1478)"
3703,13727,15519,17978,,"LINESTRING (133916.6673999997 5916187.3478, 133869.4877000004 5916197.5266)"
3704,15510,15509,14956,,"LINESTRING (134376.7383000003 5915734.8147, 134265.2883000001 5915730.6027)"
3705,15819,15820,14287,,"LINESTRING (133270.6152999997 5915713.0336, 133277.6173999999 5915671.1232)"
3706,15820,15821,14288,,"LINESTRING (133277.6173999999 5915671.1232, 133271.3688000003 5915661.3882)"
3707,15822,15794,14290,,"LINESTRING (133214.9528999999 5915715.1182, 133229.4981000004 5915614.384)"
3708,15823,15793,14291,,"LINESTRING (133156.1585999997 5915728.2536, 133171.8393000001 5915615.6099)"
3709,15835,14232,14292,,"LINESTRING (133351.0208000001 5915979.418, 133359.8753000004 5915904.902)"
3710,14232,15833,14293,,"LINESTRING (133359.8753000004 5915904.902, 133344.2583999997 5915904.2256)"
3711,15852,15863,14861,,"LINESTRING (133715.5421000002 5915691.7746, 133728.8832999999 5915603.9888)"
3712,15781,15782,14868,,"LINESTRING (133521.7242000001 5915856.7147, 133468.2372000003 5915858.141)"
3713,15780,14846,14869,,"LINESTRING (133570.8772999998 5915855.3733, 133546.4949000003 5915855.9872)"
3714,15807,15805,14876,,"LINESTRING (134133.7041999996 5915681.8237, 134148.7114000004 5915593.9549)"
3715,15806,15807,14877,,"LINESTRING (134088.5241999999 5915682.9803, 134133.7041999996 5915681.8237)"
3716,15839,15787,14637,,"LINESTRING (133166.5103000002 5915998.7159, 133186.5347999996 5915867.2884)"
3717,15827,14984,14491,,"LINESTRING (133259.9016000004 5915765.4491, 133252.0698999995 5915811.2324)"
3718,15786,16220,14492,,"LINESTRING (133248.7983999997 5915863.1322, 133201.5593999997 5915864.1907)"
3719,15784,15786,14493,,"LINESTRING (133302.7823000001 5915861.4435, 133248.7983999997 5915863.1322)"
3720,15785,15784,14494,,"LINESTRING (133357.8213999998 5915860.3618, 133302.7823000001 5915861.4435)"
3721,15783,15785,14495,,"LINESTRING (133412.5722000003 5915858.8455, 133357.8213999998 5915860.3618)"
3722,15186,12987,15254,,"LINESTRING (132862.9260999998 5916149.369, 132883.9885999998 5916062.8317)"
3723,15834,15833,15257,,"LINESTRING (133332.9949000003 5915977.9488, 133344.2583999997 5915904.2256)"
3724,14039,14038,16658,,"LINESTRING (133065.5943 5915980.2213, 133081.0153000001 5915867.4175)"
3725,16186,12749,16659,,"LINESTRING (134407.2518999996 5915881.6115, 134406.4884000001 5915859.1343)"
3726,12750,12749,16660,,"LINESTRING (134366.1366999997 5915842.3081, 134406.4884000001 5915859.1343)"
3727,14984,15786,16664,,"LINESTRING (133252.0698999995 5915811.2324, 133250.2038000003 5915831.6228, 133248.7983999997 5915863.1322)"
3728,13620,15780,16665,,"LINESTRING (133568.9937000005 5915811.0369, 133563.0338000003 5915848.1816, 133564.0539999995 5915851.7513, 133570.8772999998 5915855.3733)"
3729,14500,15503,16544,,"LINESTRING (134263.8025000002 5915688.2668, 134260.2154000001 5915620.102)"
3730,14036,15806,18105,,"LINESTRING (134079.8300999999 5915756.5455, 134088.5241999999 5915682.9803)"
3731,15787,15788,18106,,"LINESTRING (133186.5347999996 5915867.2884, 133168.6705999998 5915864.9276)"
3732,16252,14500,18121,,"LINESTRING (134373.068 5915683.0516, 134263.8025000002 5915688.2668)"
3733,15912,16186,18122,,"LINESTRING (134380.0174000002 5915906.2524, 134407.2518999996 5915881.6115)"
3734,16217,16218,18320,,"LINESTRING (133982.1880999999 5915743.7261, 134033.5307999998 5915744.8995)"
3735,15853,16219,18323,,"LINESTRING (133435.8382999999 5915709.697, 133449.7537000002 5915609.9792)"
3736,16220,15788,18324,,"LINESTRING (133201.5593999997 5915864.1907, 133168.6705999998 5915864.9276)"
